type1,type2,spritepath_front,spritepath_back
Electric,,pokemon_images/sprites/1031-Yamper-835/front/normal,pokemon_images/sprites/1031-Yamper-835/back/normal
Electric,,pokemon_images/sprites/1032-Boltund-836/front/normal,pokemon_images/sprites/1032-Boltund-836/back/normal
Rock,,pokemon_images/sprites/1033-Rolycoly-837/front/normal,pokemon_images/sprites/1033-Rolycoly-837/back/normal
Rock,Fire,pokemon_images/sprites/1034-Carkol-838/front/normal,pokemon_images/sprites/1034-Carkol-838/back/normal
Rock,Fire,pokemon_images/sprites/1035-Coalossal-839/front/normal,pokemon_images/sprites/1035-Coalossal-839/back/normal
Grass,Dragon,pokemon_images/sprites/1037-Applin-840/front/normal,pokemon_images/sprites/1037-Applin-840/back/normal
Grass,Dragon,pokemon_images/sprites/1038-Flapple-841/front/normal,pokemon_images/sprites/1038-Flapple-841/back/normal
Grass,Dragon,pokemon_images/sprites/1040-Appletun-842/front/normal,pokemon_images/sprites/1040-Appletun-842/back/normal
Ground,,pokemon_images/sprites/1042-Silicobra-843/front/normal,pokemon_images/sprites/1042-Silicobra-843/back/normal
Ground,,pokemon_images/sprites/1043-Sandaconda-844/front/normal,pokemon_images/sprites/1043-Sandaconda-844/back/normal
Flying,Water,pokemon_images/sprites/1045-Cramorant-845/front/normal,pokemon_images/sprites/1045-Cramorant-845/back/normal
Water,,pokemon_images/sprites/1046-Arrokuda-846/front/normal,pokemon_images/sprites/1046-Arrokuda-846/back/normal
Water,,pokemon_images/sprites/1047-Barraskewda-847/front/normal,pokemon_images/sprites/1047-Barraskewda-847/back/normal
Electric,Poison,pokemon_images/sprites/1048-Toxel-848/front/normal,pokemon_images/sprites/1048-Toxel-848/back/normal
Electric,Poison,pokemon_images/sprites/1049-Toxtricity Amped-849/front/normal,pokemon_images/sprites/1049-Toxtricity Amped-849/back/normal
Electric,Poison,pokemon_images/sprites/1051-Toxtricity Low Key-849/front/normal,pokemon_images/sprites/1051-Toxtricity Low Key-849/back/normal
Fire,Bug,pokemon_images/sprites/1053-Sizzlipede-850/front/normal,pokemon_images/sprites/1053-Sizzlipede-850/back/normal
Fire,Bug,pokemon_images/sprites/1054-Centiskorch-851/front/normal,pokemon_images/sprites/1054-Centiskorch-851/back/normal
Fighting,,pokemon_images/sprites/1056-Clobbopus-852/front/normal,pokemon_images/sprites/1056-Clobbopus-852/back/normal
Fighting,,pokemon_images/sprites/1057-Grapploct-853/front/normal,pokemon_images/sprites/1057-Grapploct-853/back/normal
Ghost,,pokemon_images/sprites/1058-Sinistea-854/front/normal,pokemon_images/sprites/1058-Sinistea-854/back/normal
Ghost,,pokemon_images/sprites/1059-Polteageist-855/front/normal,pokemon_images/sprites/1059-Polteageist-855/back/normal
Psychic,,pokemon_images/sprites/1060-Hatenna-856/front/normal,pokemon_images/sprites/1060-Hatenna-856/back/normal
Psychic,,pokemon_images/sprites/1061-Hattrem-857/front/normal,pokemon_images/sprites/1061-Hattrem-857/back/normal
Psychic,Fairy,pokemon_images/sprites/1062-Hatterene-858/front/normal,pokemon_images/sprites/1062-Hatterene-858/back/normal
Dark,Fairy,pokemon_images/sprites/1064-Impidimp-859/front/normal,pokemon_images/sprites/1064-Impidimp-859/back/normal
Dark,Fairy,pokemon_images/sprites/1065-Morgrem-860/front/normal,pokemon_images/sprites/1065-Morgrem-860/back/normal
Dark,Fairy,pokemon_images/sprites/1066-Grimmsnarl-861/front/normal,pokemon_images/sprites/1066-Grimmsnarl-861/back/normal
Dark,Normal,pokemon_images/sprites/1068-Obstagoon-862/front/normal,pokemon_images/sprites/1068-Obstagoon-862/back/normal
Steel,,pokemon_images/sprites/1069-Perrserker-863/front/normal,pokemon_images/sprites/1069-Perrserker-863/back/normal
Ghost,,pokemon_images/sprites/1070-Cursola-864/front/normal,pokemon_images/sprites/1070-Cursola-864/back/normal
Fighting,,pokemon_images/sprites/1071-Sirfetchd-865/front/normal,pokemon_images/sprites/1071-Sirfetchd-865/back/normal
Ice,Psychic,pokemon_images/sprites/1072-Mr Rime-866/front/normal,pokemon_images/sprites/1072-Mr Rime-866/back/normal
Ground,Ghost,pokemon_images/sprites/1073-Runerigus-867/front/normal,pokemon_images/sprites/1073-Runerigus-867/back/normal
Fairy,,pokemon_images/sprites/1074-Milcery-868/front/normal,pokemon_images/sprites/1074-Milcery-868/back/normal
Fairy,,pokemon_images/sprites/1075-Alcremie-869/front/normal,pokemon_images/sprites/1075-Alcremie-869/back/normal
Fighting,,pokemon_images/sprites/1077-Falinks-870/front/normal,pokemon_images/sprites/1077-Falinks-870/back/normal
Electric,,pokemon_images/sprites/1078-Pincurchin-871/front/normal,pokemon_images/sprites/1078-Pincurchin-871/back/normal
Ice,Bug,pokemon_images/sprites/1079-Snom-872/front/normal,pokemon_images/sprites/1079-Snom-872/back/normal
Ice,Bug,pokemon_images/sprites/1080-Frosmoth-873/front/normal,pokemon_images/sprites/1080-Frosmoth-873/back/normal
Rock,,pokemon_images/sprites/1081-Stonjourner-874/front/normal,pokemon_images/sprites/1081-Stonjourner-874/back/normal
Ice,,pokemon_images/sprites/1082-Eiscue Ice-875/front/normal,pokemon_images/sprites/1082-Eiscue Ice-875/back/normal
Ice,,pokemon_images/sprites/1083-Eiscue Noice-875/front/normal,pokemon_images/sprites/1083-Eiscue Noice-875/back/normal
Psychic,Normal,pokemon_images/sprites/1084-Indeedee Female-876/front/normal,pokemon_images/sprites/1084-Indeedee Female-876/back/normal
Psychic,Normal,pokemon_images/sprites/1085-Indeedee Male-876/front/normal,pokemon_images/sprites/1085-Indeedee Male-876/back/normal
Electric,Dark,pokemon_images/sprites/1086-Morpeko-877/front/normal,pokemon_images/sprites/1086-Morpeko-877/back/normal
Steel,,pokemon_images/sprites/1087-Cufant-878/front/normal,pokemon_images/sprites/1087-Cufant-878/back/normal
Steel,,pokemon_images/sprites/1088-Copperajah-879/front/normal,pokemon_images/sprites/1088-Copperajah-879/back/normal
Electric,Dragon,pokemon_images/sprites/1090-Dracozolt-880/front/normal,pokemon_images/sprites/1090-Dracozolt-880/back/normal
Electric,Ice,pokemon_images/sprites/1091-Arctozolt-881/front/normal,pokemon_images/sprites/1091-Arctozolt-881/back/normal
Water,Dragon,pokemon_images/sprites/1092-Dracovish-882/front/normal,pokemon_images/sprites/1092-Dracovish-882/back/normal
Water,Ice,pokemon_images/sprites/1093-Arctovish-883/front/normal,pokemon_images/sprites/1093-Arctovish-883/back/normal
Steel,Dragon,pokemon_images/sprites/1094-Duraludon-884/front/normal,pokemon_images/sprites/1094-Duraludon-884/back/normal
Dragon,Ghost,pokemon_images/sprites/1096-Dreepy-885/front/normal,pokemon_images/sprites/1096-Dreepy-885/back/normal
Dragon,Ghost,pokemon_images/sprites/1097-Drakloak-886/front/normal,pokemon_images/sprites/1097-Drakloak-886/back/normal
Dragon,Ghost,pokemon_images/sprites/1098-Dragapult-887/front/normal,pokemon_images/sprites/1098-Dragapult-887/back/normal
Fairy,Steel,pokemon_images/sprites/1099-Zacian Crowned-888/front/normal,pokemon_images/sprites/1099-Zacian Crowned-888/back/normal
Fairy,,pokemon_images/sprites/1100-Zacian Hero-888/front/normal,pokemon_images/sprites/1100-Zacian Hero-888/back/normal
Fighting,Steel,pokemon_images/sprites/1101-Zamazenta Crowned-889/front/normal,pokemon_images/sprites/1101-Zamazenta Crowned-889/back/normal
Fighting,,pokemon_images/sprites/1102-Zamazenta Hero-889/front/normal,pokemon_images/sprites/1102-Zamazenta Hero-889/back/normal
Poison,Dragon,pokemon_images/sprites/1103-Eternatus-890/front/normal,pokemon_images/sprites/1103-Eternatus-890/back/normal
Fighting,,pokemon_images/sprites/1105-Kubfu-891/front/normal,pokemon_images/sprites/1105-Kubfu-891/back/normal
Fighting,Water,pokemon_images/sprites/1106-Urshifu Rapid Strike-892/front/normal,pokemon_images/sprites/1106-Urshifu Rapid Strike-892/back/normal
Fighting,Dark,pokemon_images/sprites/1108-Urshifu Single Strike-892/front/normal,pokemon_images/sprites/1108-Urshifu Single Strike-892/back/normal
Dark,Grass,pokemon_images/sprites/1110-Zarude-893/front/normal,pokemon_images/sprites/1110-Zarude-893/back/normal
Electric,,pokemon_images/sprites/1111-Regieleki-894/front/normal,pokemon_images/sprites/1111-Regieleki-894/back/normal
Dragon,,pokemon_images/sprites/1112-Regidrago-895/front/normal,pokemon_images/sprites/1112-Regidrago-895/back/normal
Ice,,pokemon_images/sprites/1113-Glastrier-896/front/normal,pokemon_images/sprites/1113-Glastrier-896/back/normal
Ghost,,pokemon_images/sprites/1114-Spectrier-897/front/normal,pokemon_images/sprites/1114-Spectrier-897/back/normal
Psychic,Grass,pokemon_images/sprites/1115-Calyrex-898/front/normal,pokemon_images/sprites/1115-Calyrex-898/back/normal
Psychic,Ice,pokemon_images/sprites/1116-Calyrex Ice Rider-898/front/normal,pokemon_images/sprites/1116-Calyrex Ice Rider-898/back/normal
Psychic,Ghost,pokemon_images/sprites/1117-Calyrex Shadow Rider-898/front/normal,pokemon_images/sprites/1117-Calyrex Shadow Rider-898/back/normal
